function	ALC_19	ALC_20	CIR_18	CIR_19	ERR844085	ERR844086	IL_18	Met9_18	My_20	PR9_18	Pty_20	SRR2029458	SRR2029459	SRR2029460	SRR2071024	SRR2071075	SRR7135742	SRR7135743	V3_20	VT_20
RXN-16761	0.0	0.0	0.0	0.0	29.0	57995.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.82	5734.0	62.0	17.0	158.58	0.0
RXN-1685	12327.0	35947.67	7304.5	24664.5	54253.0	483.0	9409.0	7553.83	27227.33	6263.0	43918.17	26414.94	24259.67	29010.09	584053.16	1548924.4000000001	133535.97999999998	93194.19	23538.43	45764.8
RXN-1803	0.0	10.0	80.0	220.0	37.0	36.0	0.0	42.0	17.0	0.0	475.0	467.0	567.0	223.0	2108.0	3809.55	162.0	927.0	1487.0	0.0
RXN-1804	0.0	10.0	80.0	220.0	37.0	36.0	0.0	42.0	17.0	0.0	475.0	467.0	567.0	223.0	2108.0	3809.55	162.0	927.0	1487.0	0.0
RXN-1823	493.75	666.5	458.0	1273.0	15312.5	519.34	2968.0	970.5	4852.5	502.5	20545.5	2173.47	2720.35	4779.29	245149.43	622275.13	46829.67	34762.35	7896.29	90342.4
RXN-1824	383.0	1576.0	41.0	200.0	8550.0	20.0	151.0	191.0	3048.0	68.5	62.0	192.0	1508.0	246.58	6766.25	23713.36	17071.33	8503.0	160.6	0.0
RXN-1826	12127.0	18371.68	6687.5	22562.5	47590.84	334.34	4474.5	5872.32	21939.0	4393.5	25724.5	24418.78	20877.67	24190.35	286409.61	788701.88	78152.19	59090.84	21198.55	135563.0
RXN-1828	9500.75	17032.17	6278.0	21824.0	16184.67	134.0	3520.5	2587.33	4380.5	1758.0	22472.0	11866.69	9844.5	13561.52	193427.12	514921.85	63601.02	42418.17	9017.54	45159.0
RXN-1841	282.0	87.0	281.0	1166.0	276.34	0.0	884.0	39.0	4152.0	64.0	900.0	310.0	1823.67	1004.0	41997.92	132926.87	21147.84	10806.34	162.93	0.0
RXN-1884	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	546.0	1186.67	0.0	0.0	0.0	0.0
RXN-1961	10852.75	31843.67	7026.0	23032.5	50551.0	288.67	6464.75	7176.83	23979.33	5974.0	31570.17	27195.36	24859.17	27399.85	314042.16	815935.66	99010.72	83276.59	22869.72	45740.4
RXN-1981	1190.0	3481.5	258.5	399.5	383.0	57891.0	500.0	2334.5	16833.0	996.5	3268.0	12450.94	11574.5	10253.44	26487.0	40506.0	6453.0	10009.0	384.75	0.0
RXN-2043	2436.75	6491.0	906.0	1826.0	34485.16	63.0	2449.5	3559.0	33626.5	1817.0	13629.0	25614.57	27070.67	23464.32	307356.37	801573.06	32432.5	47779.99	3533.85	47514.0
RXN-2102	94.0	283.0	40.0	182.0	150.33	0.0	429.5	48.0	36.5	51.0	217.0	1276.0	718.34	2870.0	40309.5	115655.05	3427.0	12482.0	0.0	0.0
RXN-2103	0.0	0.0	0.0	0.0	68.0	0.0	19.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	49855.0	128698.0	4791.0	3276.0	19.0	0.0
RXN-2141	2542.0	28746.0	1148.5	2862.5	18277.31	195.0	4690.5	6995.0	22232.0	6885.0	23458.5	15340.38	22259.68	19319.54	480421.18	1293656.06	87531.83	89241.5	14006.7	544.2
RXN-22	11371.75	33438.67	7216.0	23255.5	60665.0	58354.67	7362.75	7360.33	26820.33	6042.5	44260.17	26951.36	26035.67	29110.85	307758.49	801397.66	100242.72	86971.59	22828.92	45740.4
RXN-2364	19.0	8.0	0.0	17.0	76.0	0.0	0.0	73.0	0.0	0.0	6196.0	438.0	204.0	0.0	15.5	48.33	72.0	2793.0	0.0	0.0
RXN-2462	85.0	10.0	286.0	293.0	0.0	0.0	1762.0	21.0	4872.0	0.0	763.0	627.0	645.0	1334.0	2593.5	2584.5	251.0	52.0	76.0	0.0
RXN-2463	142.0	27.0	409.0	397.0	970.0	9.0	2669.5	140.5	7361.5	0.0	972.0	700.44	888.0	1738.44	6833.5	8082.5	377.0	1040.0	1623.5	471.0
RXN-2464	85.0	19.0	286.0	298.0	1065.83	9.0	1788.5	140.5	4925.5	0.0	6912.0	797.38	844.0	1646.88	6774.17	10692.83	452.0	3757.0	1590.0	471.0
RXN-2541	25.0	7.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	198.67	40.0	40.0	55.0	0.0
RXN-2542	25.0	7.0	0.0	0.0	19.0	60.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	1847.0	2992.0	70.0	62.0	55.0	0.0
RXN-2543	25.0	7.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	198.67	40.0	40.0	55.0	0.0
RXN-2561	25.0	7.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	198.67	40.0	40.0	55.0	0.0
RXN-2562	25.0	286.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	502.67	40.0	40.0	55.0	0.0
RXN-2762	25.0	7.0	0.0	0.0	19.0	60.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	1847.0	2992.0	70.0	62.0	55.0	0.0
RXN-2841	76.0	10.0	62.0	110.0	12.0	27.0	1390.0	0.0	17.0	0.0	2125.0	2878.5	3989.0	2062.0	17870.0	31099.5	1971.0	1200.0	1691.5	90318.0
RXN-2861	18027.0	20836.34	12505.0	42477.0	4606.0	0.0	3614.0	5934.66	29908.0	2220.0	36612.0	45087.0	37538.0	39229.0	65420.0	129567.0	25042.0	51545.0	91.0	45159.0
RXN-2882	15816.0	20780.84	6676.5	21761.5	3404.84	0.0	2203.0	5868.16	46753.0	2063.5	24143.0	46542.38	38350.5	36947.88	50486.33	122457.02	29836.34	58899.84	1582.83	0.0
RXN-2901	149.0	3978.0	453.5	505.0	5119.67	425.67	3190.0	224.5	4596.0	314.0	6929.0	1516.05	1714.0	2644.38	131312.83	348874.47	28065.75	16522.0	2317.21	45293.8
RXN-2961	19.0	8.0	0.0	0.0	72.0	0.0	9.5	0.0	36.5	0.0	0.0	7.0	22.5	37.0	3880.0	5646.5	111.0	71.0	22.5	0.0
RXN-2962	1598.0	15273.5	506.5	635.0	18840.16	116020.0	1325.25	4006.5	2800.33	4642.0	19407.67	3874.38	4842.0	4644.38	92588.34	156492.88	27191.83	28900.08	2535.87	557.0
RXN-3341	3450.75	1503.17	12596.0	43526.0	29380.0	285.0	4582.0	1743.33	8804.33	1135.5	36811.17	22662.75	21079.84	26144.08	283535.85	763370.5	77566.5	44109.51	8209.36	46125.4
RXN-34	929.75	10794.0	172.0	208.0	12379.67	58043.67	3556.0	3392.5	2622.83	3266.0	11847.67	696.86	1226.17	2330.77	69989.51	153345.77	14193.08	17995.5	581.15	581.4
RXN-3443	5544.75	38202.0	1737.0	3911.0	50505.49	889.67	11417.5	9026.5	25593.65	6007.5	54915.35	10466.5	13432.34	16727.66	343895.35	819900.07	108063.42	85662.17	18938.92	1015.2
RXN-3541	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	403.0	464.0	530.0	96.0	1397.0	1377.0	162.0	6.0	0.0	0.0
RXN-3562	79.0	10216.0	0.0	0.0	222.0	0.0	288.5	2290.0	0.0	2791.0	5387.0	26.5	117.0	636.5	41.0	267.0	68.0	48.0	0.0	0.0
RXN-3641	64.0	0.0	80.0	92.0	8607.0	56.0	9.5	37.0	36.5	0.0	84.0	321.0	1015.0	603.0	9811.0	17197.5	1210.0	1005.0	196.6	0.0
RXN-37	5544.75	38202.0	1737.0	3911.0	50505.49	889.67	11417.5	9026.5	25593.65	6007.5	54915.35	10466.5	13432.34	16727.66	343895.35	819900.07	108063.42	85662.17	18938.92	1015.2
RXN-3701	0.0	0.0	0.0	0.0	8.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1486.51	3128.85	294.34	20.5	0.0	0.0
RXN-3766	79.0	10216.0	0.0	0.0	222.0	0.0	288.5	2290.0	0.0	2791.0	5387.0	26.5	117.0	636.5	41.0	267.0	68.0	48.0	0.0	0.0
RXN-3962	116.0	10243.0	133.0	220.0	524.0	45.0	53.0	2662.5	88.33	2797.0	13216.67	1605.0	1735.0	1698.0	12188.0	29892.83	5729.0	14321.0	200.67	0.0
RXN-4021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	71.0	824.0	0.0	0.0	0.0	0.0
RXN-4142	5544.75	38202.0	1737.0	3911.0	50505.49	889.67	11417.5	9026.5	25593.65	6007.5	54915.35	10466.5	13432.34	16727.66	343895.35	819900.07	108063.42	85662.17	18938.92	1015.2
RXN-4144	575.0	17.67	0.0	0.0	0.0	0.0	0.0	625.33	0.0	593.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-4210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	1644.0	174.0	8.0	0.0	0.0
RXN-4301	0.0	0.0	0.0	3.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	59.0	0.0	0.0	999.0	8610.0	0.0	0.0	0.0	0.0
RXN-4961	13177.0	23907.84	196.5	286.5	4157.35	76.0	207.5	2744.16	16903.5	1906.5	9056.0	11755.5	9680.5	8500.0	161035.34	415458.74	29073.02	47742.52	3434.49	45630.0
RXN-5285	25.0	7.0	0.0	0.0	73.0	60.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	1847.0	3046.67	70.0	62.0	55.0	0.0
RXN-5286	0.0	2.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	0.0	403.0	416.0	447.0	96.0	1381.0	1342.0	162.0	6.0	0.0	0.0
RXN-5341	8808.25	16997.0	2679.0	7747.0	14815.8	413.0	12775.5	3786.5	58433.5	2218.0	46888.5	32488.51	53046.52	46328.84	973757.43	2729584.18	254596.67	192211.17	31992.72	46645.2
RXN-5424	16234.75	54481.17	2119.0	2726.0	79297.66	232808.34	8145.25	10572.83	45108.65	7749.0	38240.35	32853.85	31431.34	32776.49	569327.8	1358307.09	108609.34	114356.08	24364.68	92869.4
RXN-5581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	870.5	2228.5	166.5	5.0	0.0	0.0
RXN-5642	0.0	0.0	0.0	0.0	11.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	37.0	177.66	526.67	218.0	752.34	2.33	0.0
RXN-5643	0.0	0.0	0.0	0.0	11.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	37.0	177.66	526.67	218.0	752.34	2.33	0.0
RXN-5682	25.0	7.0	0.0	0.0	45.0	60.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	1877.0	3239.67	70.0	62.0	55.0	24.4
RXN-5821	12907.5	22629.5	315.0	1190.0	8253.66	88.67	2327.0	1163.5	1312.0	1242.5	1544.0	1530.17	4102.17	2063.0	150831.83	375577.84	23189.0	37962.5	367.0	0.0
RXN-5841	26952.5	65133.34	13816.5	45663.5	54100.51	522.67	10045.75	12556.66	30915.83	10745.5	53482.17	40339.11	38824.84	44774.43	302213.39	838624.24	144273.55	129081.59	30487.67	691.8
RXN-5901	1488.0	25905.0	610.5	752.5	4468.0	7.0	5616.5	7354.0	22015.0	6828.5	21056.5	14903.44	12311.5	12594.44	81584.17	137028.83	25823.0	44052.0	5422.5	86.0
RXN-600	297.0	269.5	249.5	332.5	3690.84	103.0	2445.75	858.5	17075.0	231.5	9487.0	12499.5	11683.0	9100.0	157501.67	349823.04	19589.0	33091.75	3444.83	471.0
RXN-6002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	870.5	2228.5	166.5	5.0	0.0	0.0
RXN-6161	0.0	0.0	219.5	128.0	0.0	0.0	0.0	0.0	124.0	0.0	26.0	106.5	126.5	514.0	9.5	161.5	0.0	0.0	45.5	0.0
RXN-6182	11370.75	33815.67	7149.0	23251.5	64987.5	576.67	7462.75	7523.83	28299.33	6438.5	31770.17	26443.36	26471.84	28503.85	324182.99	857144.32	99846.72	88337.59	22961.47	45740.4
RXN-6201	85.0	4.0	342.5	225.0	2365.33	36.0	890.5	13.0	2613.5	0.0	6801.0	645.44	899.5	1040.44	52584.5	137138.33	5228.5	7010.0	1760.0	0.0
RXN-6222	0.0	0.0	0.0	0.0	22.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318.0	1177.34	62.0	46.0	80.0	0.0
RXN-624	17.0	0.0	470.0	288.0	12.0	27.0	0.0	0.0	248.0	0.0	75.0	330.5	453.0	1335.0	174.0	4246.0	347.0	0.0	102.0	0.0
RXN-6261	10380.5	16103.67	6569.5	21692.5	33652.33	58250.67	5034.5	4657.83	22049.33	2464.5	31175.17	24033.55	20206.17	23239.54	154158.32	322127.13	38068.88	44928.67	9856.13	581.4
RXN-6383	0.0	10.0	0.0	0.0	50.33	57849.0	0.0	13.0	0.0	6.0	0.0	0.0	0.0	0.0	120.0	1040.0	21.0	0.0	0.0	0.0
RXN-6384	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	994.0	3079.0	34.0	1143.0	0.0	0.0
RXN-6423	0.0	40.0	0.0	0.0	2378.0	0.0	0.0	0.0	15.33	0.0	7.67	0.0	0.0	17.0	3862.13	10624.65	1743.8	664.17	207.0	48.8
RXN-646	55.0	33.0	31.0	49.0	676.0	0.0	0.0	0.0	0.0	66.0	6622.0	544.0	867.0	403.0	16052.5	24089.0	2730.0	3856.5	103.5	0.0
RXN-6501	11.0	23.0	0.0	0.0	3682.66	77.0	0.0	13.0	0.0	0.0	0.0	3.5	41.0	7.5	19354.6	28803.67	14464.0	4611.0	9.0	0.0
RXN-6601	8613.0	44440.84	1096.5	2863.0	37728.84	481.0	11302.5	12913.16	17077.0	11762.0	63415.0	7270.82	11344.84	13939.32	440880.34	993579.49	96106.92	88617.17	20716.34	667.4
RXN-6642	10647.5	26951.67	7000.0	22998.5	20084.49	58067.67	8096.75	6729.33	23821.83	5589.5	26646.17	26247.11	26854.0	26317.77	220029.19	556292.85	54825.33	70221.92	4200.25	86.0
RXN-6883	63.0	537.0	6056.0	21062.0	0.0	0.0	37.0	0.0	5.0	0.0	15148.0	10485.0	9628.0	11426.0	5119.0	7374.0	225.0	88.0	71.0	0.0
RXN-6902	239.5	4022.5	0.0	17.0	931.0	0.0	19.0	310.0	310.83	190.0	89.17	329.44	453.0	427.44	31645.5	47325.5	2592.0	1409.5	94.67	0.0
RXN-7001	1989.0	9306.5	567.5	1692.5	41341.01	160.67	3676.0	2620.5	22422.0	932.5	3872.0	13854.67	13799.67	13654.41	170288.85	470052.65	74466.26	35857.68	20395.9	471.0
RXN-707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	1644.0	174.0	8.0	0.0	0.0
RXN-709	0.0	0.0	0.0	0.0	183.0	81.0	0.0	0.0	0.0	0.0	0.0	10.5	82.0	15.0	1860.5	3625.0	178.0	213.0	0.0	0.0
RXN-7241	47.0	4.0	40.0	110.0	523.5	0.0	9.5	21.0	36.5	0.0	97.0	47.0	172.0	26.0	63017.5	171822.0	4737.5	3946.0	30.5	0.0
RXN-7253	28714.75	61795.34	7463.0	23722.5	51635.66	58276.67	8971.75	14334.66	56475.65	9722.0	44686.85	52397.86	46345.17	44457.02	484068.96	1118414.04	149611.17	153744.26	23165.44	46297.4
RXN-7421	13041.25	33439.34	25681.0	85879.0	32431.33	317.01	7295.25	13203.66	45982.33	9650.5	91525.67	71599.14	61852.5	70662.71	181793.53	304403.3	39146.24	62486.41	5300.05	172.0
RXN-7561	437.0	543.0	545.0	456.0	631.0	144.0	60.0	336.0	282.0	549.0	608.0	2293.0	1780.0	1938.0	20034.33	49555.55	1610.33	2729.33	3104.0	0.0
RXN-7566	0.0	0.0	0.0	0.0	1973.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14714.0	35769.0	225.0	156.0	0.0	0.0
RXN-7567	207.0	3893.0	246.0	174.0	4539.0	126.0	1815.0	538.0	5215.0	282.0	380.0	1347.0	920.0	2044.5	51104.34	76402.66	5168.0	2877.0	306.0	0.0
RXN-7573	17.0	0.0	31.0	32.0	72.0	0.0	9.5	0.0	36.5	0.0	6172.0	114.0	200.0	307.0	3103.0	7342.5	530.0	2776.0	11.0	0.0
RXN-7607	26952.5	65133.34	13816.5	45663.5	54100.51	522.67	10045.75	12556.66	30915.83	10745.5	53482.17	40339.11	38824.84	44774.43	302213.39	838624.24	144273.55	129081.59	30487.67	691.8
RXN-7609	26952.5	65133.34	13816.5	45663.5	54100.51	522.67	10045.75	12556.66	30915.83	10745.5	53482.17	40339.11	38824.84	44774.43	302213.39	838624.24	144273.55	129081.59	30487.67	691.8
RXN-7614	707.0	1913.0	0.0	39.0	12594.83	208.0	210.0	347.0	31.0	359.5	57.0	854.5	1343.67	2705.08	41538.77	99757.06	25669.33	10083.83	5797.6	519.8
RXN-7644	332.0	800.0	62.0	64.0	6344.53	115748.0	2226.0	13.0	120.0	47.0	46.0	292.0	482.0	1173.66	202890.58	570474.88	18939.58	14494.0	14921.71	942.0
RXN-7657	16234.75	54481.17	2119.0	2726.0	79297.66	232808.34	8145.25	10572.83	45108.65	7749.0	38240.35	32853.85	31431.34	32776.49	569327.8	1358307.09	108609.34	114356.08	24364.68	92869.4
RXN-7668	58.0	998.0	0.0	36.0	261.0	27.0	117.0	27.0	0.0	51.0	21.0	26.94	15.0	575.77	12527.64	42609.33	1298.05	2122.5	246.38	0.0
RXN-7669	18224.75	28645.68	12866.5	43705.5	48157.84	481.67	5614.5	6740.82	24397.0	4762.5	41323.5	34995.86	31799.67	36527.35	232694.29	661344.08	81533.36	72820.18	22559.55	90875.0
RXN-7682	3056.0	5552.84	13394.0	43409.0	23552.5	342.34	6790.0	5709.16	36122.66	2213.0	94045.34	52029.48	52824.0	51467.64	378291.65	911087.18	52645.58	84923.85	7917.97	172.0
RXN-7683	25.0	7.0	0.0	0.0	45.0	60.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	1847.0	3046.67	70.0	62.0	55.0	0.0
RXN-7692	0.0	0.0	219.5	128.0	0.0	0.0	0.0	0.0	124.0	0.0	26.0	106.5	126.5	514.0	9.5	161.5	0.0	0.0	45.5	0.0
RXN-7693	16234.75	54481.17	2119.0	2726.0	79297.66	232808.34	8145.25	10572.83	45108.65	7749.0	38240.35	32853.85	31431.34	32776.49	569327.8	1358307.09	108609.34	114356.08	24364.68	92869.4
RXN-7694	16234.75	54481.17	2119.0	2726.0	79297.66	232808.34	8145.25	10572.83	45108.65	7749.0	38240.35	32853.85	31431.34	32776.49	569327.8	1358307.09	108609.34	114356.08	24364.68	92869.4
RXN-7699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2795.33	5919.01	128.33	238.33	0.0	0.0
RXN-7700	16234.75	54481.17	2119.0	2726.0	79297.66	232808.34	8145.25	10572.83	45108.65	7749.0	38240.35	32853.85	31431.34	32776.49	569327.8	1358307.09	108609.34	114356.08	24364.68	92869.4
RXN-7706	16234.75	54481.17	2119.0	2726.0	79297.66	232808.34	8145.25	10572.83	45108.65	7749.0	38240.35	32853.85	31431.34	32776.49	569327.8	1358307.09	108609.34	114356.08	24364.68	92869.4
RXN-7710	18224.75	28645.68	12866.5	43705.5	48157.84	481.67	5614.5	6740.82	24397.0	4762.5	41323.5	34995.86	31799.67	36527.35	232694.29	661344.08	81533.36	72820.18	22559.55	90875.0
RXN-7716	13775.0	51746.34	7934.5	24172.0	104051.17	1202.34	11312.75	13367.16	43954.99	11109.0	59800.01	43507.22	41698.51	43388.79	483625.5	1161944.15	146571.69	142848.93	27472.43	136389.6
RXN-7719	13775.0	51746.34	7934.5	24172.0	104051.17	1202.34	11312.75	13367.16	43954.99	11109.0	59800.01	43507.22	41698.51	43388.79	483625.5	1161944.15	146571.69	142848.93	27472.43	136389.6
RXN-7737	137.0	1442.0	0.0	3.0	28294.35	87.67	142.0	90.0	31.0	190.0	19.0	118.67	0.0	1110.58	72293.35	225091.1	18131.94	8230.84	6775.52	45654.4
RXN-7743	826.0	76.67	0.0	0.0	0.0	0.0	0.0	625.33	31.0	626.0	21.0	213.0	1638.0	682.25	6739.58	29669.25	12665.0	5290.0	5733.0	0.0
RXN-7774	0.0	0.0	0.0	0.0	1199.5	27.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	271.6	478.67	89.0	112.0	0.0	0.0
RXN-7784	297.0	269.5	249.5	332.5	3690.84	103.0	2445.75	858.5	17075.0	231.5	9487.0	12499.5	11683.0	9100.0	157501.67	349823.04	19589.0	33091.75	3444.83	471.0
RXN-7793	220.0	375.0	393.0	660.0	3340.67	7.0	413.0	1691.0	35719.0	33.0	11991.0	23968.0	19556.0	17288.5	210174.99	461430.68	25525.33	42510.67	3240.83	0.0
RXN-7835	648.75	10684.0	519.0	393.0	2358.33	123.67	294.0	3345.0	265.0	3197.0	5868.0	1624.36	1662.0	2813.94	7281.1	29642.54	5899.75	12465.0	1762.38	471.0
RXN-7836	50.0	0.0	250.5	160.0	11.67	36.0	2.75	34.0	124.0	10.0	49.0	875.5	422.5	842.0	3185.16	13098.88	581.0	1089.09	64.83	0.0
RXN-7838	7741.0	34520.0	3398.5	4165.5	66522.49	59157.68	18076.0	13398.0	78726.49	11145.5	57674.51	47686.88	45855.84	45108.86	543367.96	1053646.03	146116.56	133178.98	22221.14	740.6
RXN-7871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	167.5	241.0	0.0	0.0	0.0	0.0
RXN-7903	251.0	59.0	0.0	0.0	1772.0	62.0	0.0	0.0	0.0	33.0	21.0	937.5	2760.0	2422.0	17377.66	36210.17	2909.0	6158.34	2.93	24.4
RXN-7904	13884.25	46477.0	2175.0	3157.5	87368.8	1017.68	21232.5	9705.0	46730.33	8508.0	49415.17	19644.75	21592.84	25419.22	573158.67	1299498.38	181314.03	128794.32	57469.99	1572.2
RXN-7908	11211.75	32263.67	6929.5	23075.5	22279.84	58059.0	8619.75	7167.83	28140.33	5760.5	31724.17	25232.63	23295.67	24016.38	251000.33	622024.13	70967.67	71366.6	15596.16	45245.0
RXN-7911	648.75	10684.0	519.0	393.0	2358.33	123.67	294.0	3345.0	265.0	3197.0	5868.0	1624.36	1662.0	2813.94	7281.1	29642.54	5899.75	12465.0	1762.38	471.0
RXN-7913	11188.75	33405.67	6903.0	22936.5	50526.67	58276.67	4216.75	7367.83	21543.33	6042.5	31354.17	27092.36	24820.17	26718.85	311628.22	819495.49	96777.39	82722.59	22355.97	495.4
RXN-7919	11897.75	30053.67	6719.0	21830.5	17676.33	140.67	3095.75	8257.83	19689.33	6098.0	30655.17	25140.36	22133.5	23781.44	113219.5	234900.05	28484.33	49612.58	2474.17	86.0
RXN-7929	8071.0	19221.67	13376.0	43506.0	13175.67	58070.67	7768.5	4205.83	48947.66	2334.0	62707.34	47765.05	41382.0	44686.71	167246.54	264209.14	42198.33	56169.0	4159.68	0.0
RXN-7931	50.0	0.0	250.5	160.0	11.67	36.0	2.75	34.0	124.0	10.0	49.0	875.5	422.5	842.0	3185.16	13098.88	581.0	1089.09	64.83	0.0
RXN-7933	2490.75	20880.5	742.5	1838.5	25904.34	220.0	4926.25	6748.0	24034.5	4486.0	22147.5	15810.63	17885.17	16456.96	256660.93	641854.1	74209.67	63262.92	7895.83	0.0
RXN-7970	0.0	40.0	0.0	0.0	21.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.83	2559.0	0.0	0.0	0.0	0.0
RXN-8001	11235.75	33409.67	7000.0	23046.5	49119.67	58283.67	6451.75	7238.83	23979.33	6042.5	31617.17	26362.36	25047.17	27290.85	304886.32	783221.83	98861.72	81282.59	22738.72	45740.4
RXN-8036	8808.25	16997.0	2679.0	7747.0	14815.8	413.0	12775.5	3786.5	58433.5	2218.0	46888.5	32488.51	53046.52	46328.84	973757.43	2729584.18	254596.67	192211.17	31992.72	46645.2
RXN-8042	600.0	24.67	0.0	0.0	26.0	0.0	0.0	625.33	0.0	593.0	0.0	0.0	0.0	0.0	213.0	990.22	40.0	40.0	55.0	0.0
RXN-8077	11.0	23.0	0.0	0.0	3670.66	57874.0	0.0	13.0	0.0	0.0	0.0	54.5	161.0	120.5	12284.83	18030.5	1570.0	233.0	9.0	0.0
RXN-8078	0.0	2.0	0.0	0.0	3521.66	57889.0	0.0	13.0	0.0	0.0	0.0	95.5	161.0	120.5	20148.33	34231.0	14632.0	4648.0	9.0	0.0
RXN-8079	50.0	14.0	0.0	0.0	53.0	120.0	0.0	0.0	0.0	352.0	0.0	0.0	0.0	0.0	3832.49	12588.34	161.0	124.0	110.0	0.0
RXN-8080	11.0	23.0	0.0	0.0	3439.66	57889.0	0.0	13.0	0.0	0.0	0.0	95.5	161.0	120.5	20247.33	34663.0	14633.0	4665.0	9.0	0.0
RXN-8081	11.0	23.0	0.0	0.0	3439.66	57889.0	0.0	13.0	0.0	0.0	0.0	95.5	161.0	120.5	20247.33	34663.0	14633.0	4665.0	9.0	0.0
RXN-8087	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	158.38	0.0	0.0	0.0	0.0
RXN-8095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.99	777.0	195.25	0.0	1.38	0.0
RXN-8096	0.0	0.0	0.0	0.0	65.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.99	816.0	195.25	0.0	1.38	0.0
RXN-8098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.32	1036.0	0.0	0.0	0.0	0.0
RXN-8099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	259.0	0.0	0.0	0.0	0.0
RXN-8100	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3112.98	5126.0	40.0	27.0	0.0	0.0
RXN-8101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	259.0	0.0	0.0	0.0	0.0
RXN-8102	571.0	2377.0	0.0	0.0	594.5	15.34	51.0	1368.5	0.0	447.0	0.0	2706.34	1117.0	1610.0	15549.16	24820.0	962.5	215.5	66.76	0.0
RXN-8103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	259.0	0.0	0.0	0.0	0.0
RXN-8124	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.16	3239.0	0.0	0.0	0.0	0.0
RXN-8125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	259.0	0.0	0.0	0.0	0.0
RXN-8126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	259.0	0.0	0.0	0.0	0.0
